id,target
ZzBoUzhRWTJiUklUSFBmcvePB0mj6gXu4ccgO4D8tMY=,1.00241
ZXpMMGFkckZKUFZnNFhEcfpxtvUkXw8MT9SmZ5QMSFM=,0.994898
ZXFvRUtCbHprNEFwTGhXeUW2li6mAuKkVtInfU/eHx4=,1.01162
ZWNKQ1lnN3BPRjBQYXVJZGd7qzqw5/wqaNJYFL9R6Yc=,1.00241
ZWFmR3pOWHlpN1ZUSE9Tc1793NyktdlYX7cTbSwf8no=,1.00326
ZWcwdThXVGJSN3JGQjlQY2lN1B6FIj6JoFhdeCXYUx4=,1.00241
ZW9IYjI1ZFB0blhUZnlXUf3oJEi+9Rv3nHjbLx6HlG0=,0.99263
ZUU4MVRaSU1jdHFESFZ3Qvpkd4iW9jQnRnp5rQ4wtV4=,1.00241
ZUlKTDdpRmtEQ3FWdnk5cHEkui2Q2VWIe6YRxOp9a1c=,1.00241
ZUJJQTYyczVEanlMSE9HSo0Xbf5PmeF+hkZ06M28UN4=,1.00241
ZU5wNFlVZmJvQnoyeXh3S4NQV4pWSLHQx8rwJYcG0Ws=,1.00326
ZTN3STIwT0p4N2dSdTREb4efWUCsX60tNf+BAV+fACU=,0.999433
ZTM0SHdzamJUdkljbHpTb640RvkSi/MzLrDv4juTLnA=,1.00581
ZTgxZlMwdWlBN3ZCZ3I0ec4jWIAINgE8My0DU6dfnMY=,1.00751
ZTA1ZzgzVVZqbVBJMkdxazcmTvlPQOUb+xfXB15+adQ=,1.00241
ZnVqQnR3M2wxcGIweGdjWRY3vhicuf+4Xs3EwGlCHRQ=,1.00241
Zno5ckNoQURTYTJURzhJUutZuKco28qIFT5w395E68s=,1.00241
ZnNoUmlXWlNuWTkzWDB4NfJnJGm/0tjJ2W2YJp8MwvI=,0.994898
ZnhTUnV5cFpGTHZsblBRd2m9o5dhZ1nHsvCZllvT+w0=,1.00043
ZndGVGVYTEhxa2wzSW1nNLgoofx1LIuv1aZLYV+REUo=,1.00241
ZmRrOTJWQktGQ0wzN1NJenIHrDunE+WQyR2jE8nc7NA=,1.00156
ZmprUmxXWGFjSWhIMm5GStOmWQUckZ6WNWIyg+CU5vE=,1.01049
ZmJ0d3hQeVMwYThRcE5Ga/aoR1Ix/fku8PjwsAKh6AA=,1.00241
ZmhJU3JYRllDVG1BcHZOVruWM4y8uR3Zq7Us9g23pRE=,1.00241
ZmFCTDNqOEZ1VWJ4U0huTjZTtDZJuUVoA8zEFCp1U+o=,1.00241
Zm9LWXdxeU5QTGFKOUVRTXTKj/dJsZG1ZwNteS54EdU=,1.00241
ZlprUXdyNzVsQ285Ymh0Z+q5f5JVRybyz68rR8n3rKM=,1.00241
ZlhrQTB1aENQckY0QjFWNtGYZaSGoC0jYX8MIg5GNVQ=,1.00057
ZkxBTTkwVjNrcVJ6bnRYSZZmJAW5mRZHz40LeB+dTgQ=,1.00241
ZkU3cTUzZDZ6YnVWWFNvVP6m3MUzoVy5RsH4iWFpnQI=,0.999575
