id,target
ZzBoUzhRWTJiUklUSFBmcvePB0mj6gXu4ccgO4D8tMY=,0.96875
ZXpMMGFkckZKUFZnNFhEcfpxtvUkXw8MT9SmZ5QMSFM=,1.04688
ZXFvRUtCbHprNEFwTGhXeUW2li6mAuKkVtInfU/eHx4=,1.125
ZWNKQ1lnN3BPRjBQYXVJZGd7qzqw5/wqaNJYFL9R6Yc=,0.890625
ZWFmR3pOWHlpN1ZUSE9Tc1793NyktdlYX7cTbSwf8no=,0.890625
ZWcwdThXVGJSN3JGQjlQY2lN1B6FIj6JoFhdeCXYUx4=,1.04688
ZW9IYjI1ZFB0blhUZnlXUf3oJEi+9Rv3nHjbLx6HlG0=,1.01562
ZUU4MVRaSU1jdHFESFZ3Qvpkd4iW9jQnRnp5rQ4wtV4=,1.04688
ZUlKTDdpRmtEQ3FWdnk5cHEkui2Q2VWIe6YRxOp9a1c=,1.04688
ZUJJQTYyczVEanlMSE9HSo0Xbf5PmeF+hkZ06M28UN4=,1.04688
ZU5wNFlVZmJvQnoyeXh3S4NQV4pWSLHQx8rwJYcG0Ws=,1.125
ZTN3STIwT0p4N2dSdTREb4efWUCsX60tNf+BAV+fACU=,1.0625
ZTM0SHdzamJUdkljbHpTb640RvkSi/MzLrDv4juTLnA=,0.921875
ZTgxZlMwdWlBN3ZCZ3I0ec4jWIAINgE8My0DU6dfnMY=,1.04688
ZTA1ZzgzVVZqbVBJMkdxazcmTvlPQOUb+xfXB15+adQ=,1.04688
ZnVqQnR3M2wxcGIweGdjWRY3vhicuf+4Xs3EwGlCHRQ=,1.125
Zno5ckNoQURTYTJURzhJUutZuKco28qIFT5w395E68s=,1.0625
ZnNoUmlXWlNuWTkzWDB4NfJnJGm/0tjJ2W2YJp8MwvI=,1.04688
ZnhTUnV5cFpGTHZsblBRd2m9o5dhZ1nHsvCZllvT+w0=,1.0625
ZndGVGVYTEhxa2wzSW1nNLgoofx1LIuv1aZLYV+REUo=,1.125
ZmRrOTJWQktGQ0wzN1NJenIHrDunE+WQyR2jE8nc7NA=,1.125
ZmprUmxXWGFjSWhIMm5GStOmWQUckZ6WNWIyg+CU5vE=,0.921875
ZmJ0d3hQeVMwYThRcE5Ga/aoR1Ix/fku8PjwsAKh6AA=,0.890625
ZmhJU3JYRllDVG1BcHZOVruWM4y8uR3Zq7Us9g23pRE=,0.890625
ZmFCTDNqOEZ1VWJ4U0huTjZTtDZJuUVoA8zEFCp1U+o=,0.96875
Zm9LWXdxeU5QTGFKOUVRTXTKj/dJsZG1ZwNteS54EdU=,1.04688
ZlprUXdyNzVsQ285Ymh0Z+q5f5JVRybyz68rR8n3rKM=,0.890625
ZlhrQTB1aENQckY0QjFWNtGYZaSGoC0jYX8MIg5GNVQ=,0.890625
ZkxBTTkwVjNrcVJ6bnRYSZZmJAW5mRZHz40LeB+dTgQ=,1.03125
ZkU3cTUzZDZ6YnVWWFNvVP6m3MUzoVy5RsH4iWFpnQI=,1.0625
ZkhwUTJSeVVDM2JhNUZBeueDzL/fVhKJm86ISU3dWw0=,0.890625
Zkd5RFY2N3BQMVN4S1JUWXu3khR1xkpjy2Bpo9r9FtE=,0.890625
Zk9JZWMwZ0hZdVJkbmtHd8c6QWs72ino8t4glJx8wD8=,0.890625
Zk55MlRia0JYRnZ1bloxbDav/C4PL0+A8kTilc0od5w=,1.04688
ZjN3NGs2eGxZcEJ6TEdWVw5nCqnosotxNw3RPZpwTDY=,1.04688
ZjlZTVhIY2d0MUJOejdsVjJ+nOV+3P2s9venBfrp7OQ=,1.125
ZjJWZ2l6c0RCbENwclFLSEklbxwDisWy7oBpEH69Y5M=,1.125
ZjJPS2hXRmVINGpFaU5BTVaAO+/YpGykoZVfMLiK9ac=,0.890625
ZjJIcTdUOGlsR3M5TDZhWdp5dzthX23uafyzDOgG0hw=,0.96875
ZHV2THFZeVBqeGNURmxWaJh9ADxchYdEuK7WMIpOf5I=,0.96875
ZHNORUx5OGd4OTRybXRKN/kZRPELaJ4IBXDhTz9IbvE=,1.125
ZHlGdllBa3d4cDBTSlpuUEJKhdneMr4eE+ePptcDWXU=,0.890625
ZGxFY29VQkt2MlZ3U3J0adXMCz0MxyfyC/6Gfk6tPkU=,1.09375
ZGtDY1BXTmYyczBlaXZiNOm6z2Us8rsRgqVcIN6KRCc=,0.921875
ZGNBTlRIZXkwRjdFWXFWOSqkkU4UhXn8RRzI+ijQz+4=,1.125
ZGk3SU94RDZCOFJOMmN5VL+0bgNf/cCW9czWJizrQwg=,0.90625
ZGc3ZmVKWHdvU004RXhWYhHjvq331w3w2DWii+mlXDI=,1.0625
ZG96T203RVlxMGdVYWVUQW5NEB5PAiU3FKbERWElv0w=,0.96875
ZFIzSjY3ODlXVjJ3MFB0RzYlmJpXa1HUVVPurnFSVg0=,0.96875
ZEZZOG1RMWZIQk96cWdqV3Ij/wxBr6Q0lIJHcTq0lUk=,1.0625
ZEZScnFvR1FUWWE4anY5QtmHA4sCneZReXBfjLy9MWg=,0.921875
ZExTc0J6M1FhV28xUndqWBjlactKFAPBcwxWQPhBzVk=,1.04688
ZEVEbDg1T2pJY2ZhazR6dTAEqeD+EobFbu1VY3/e5YQ=,1.04688
ZEJsRXp0Zk45d0w2bWtnNyQxhjetSl2e7h6JqL94kkc=,0.890625
ZEI4bWg5TXdRVkpsSHpFNU9EHpjsIPIbvNRSA9HYI3Q=,0.90625
ZE5aZkM2RnNYNFlIS1RPd5d7OgVHUrkGkkVjSa11zzE=,0.96875
